Receipt_Location,Delivery_Location,Cycle,Start_Gas_Day,End_Gas_Day,Daily_Equivalent_FT,Load_Factor,Bid_Floor
Union SSMDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.5323,295,1.5703
Union SSMDA,Union NDA,Timely,2020-11-01,9999-12-31,0.6827,295,2.0140
Union SSMDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.4497,295,1.3266
Union SSMDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Union SSMDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.3463,295,1.0216
Union SSMDA,Union WDA,Timely,2020-11-01,9999-12-31,0.8702,295,2.5671
Union SSMDA,Welwyn,Timely,2020-11-01,9999-12-31,0.7667,295,2.2618
Union WDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.3537,295,1.0434
Union WDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.4725,295,1.3939
Union WDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.2988,295,0.8815
Union WDA,Chippawa,Timely,2020-11-01,9999-12-31,0.7974,295,2.3523
Union WDA,Cornwall,Timely,2020-11-01,9999-12-31,0.7838,295,2.3122
Union WDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.8324,295,2.4556
Union WDA,East Hereford,Timely,2020-11-01,9999-12-31,0.9435,295,2.7833
Union WDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.3620,295,1.0679
Union WDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.3620,295,1.0679
Union WDA,Empress,Timely,2020-11-01,9999-12-31,0.7445,295,2.1963
Union WDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.7338,295,2.1647
Union WDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.7599,295,2.2417
Union WDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.7368,295,2.1736
Union WDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.8324,295,2.4556
Union WDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.8596,295,2.5358
Union WDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.5171,295,1.5254
Union WDA,Iroquois,Timely,2020-11-01,9999-12-31,0.7689,295,2.2683
Union WDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.8199,295,2.4187
Union WDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.7540,295,2.2243
Union WDA,Napierville,Timely,2020-11-01,9999-12-31,0.8527,295,2.5155
Union WDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.7964,295,2.3494
Union WDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.5706,295,1.6833
Union WDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.8605,295,2.5385
Union WDA,Spruce,Timely,2020-11-01,9999-12-31,0.2988,295,0.8815
Union WDA,St. Clair,Timely,2020-11-01,9999-12-31,0.8339,295,2.4600
Union WDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4218,295,1.2443
Union WDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.1621,295,0.4782
Union WDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.3060,295,0.9027
Union WDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.5516,295,1.6272
Union WDA,Union CDA,Timely,2020-11-01,9999-12-31,0.7642,295,2.2544
Union WDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.7420,295,2.1889
Union WDA,Union EDA,Timely,2020-11-01,9999-12-31,0.7919,295,2.3361
Union WDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.6543,295,1.9302
Union WDA,Union NDA,Timely,2020-11-01,9999-12-31,0.4934,295,1.4555
Union WDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.7368,295,2.1736
Union WDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8702,295,2.5671
Union WDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.8337,295,2.4594
Union WDA,Union WDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Union WDA,Welwyn,Timely,2020-11-01,9999-12-31,0.4725,295,1.3939
Welwyn,Centram MDA,Timely,2020-11-01,9999-12-31,0.1943,295,0.5732
Welwyn,Centram SSDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Welwyn,Centrat MDA,Timely,2020-11-01,9999-12-31,0.2480,295,0.7316
Welwyn,Chippawa,Timely,2020-11-01,9999-12-31,1.1086,295,3.2704
Welwyn,Cornwall,Timely,2020-11-01,9999-12-31,1.1668,295,3.4421
Welwyn,Dawn Export,Timely,2020-11-01,9999-12-31,0.9729,295,2.8701
Welwyn,East Hereford,Timely,2020-11-01,9999-12-31,1.3266,295,3.9135
Welwyn,Emerson 1,Timely,2020-11-01,9999-12-31,0.2574,295,0.7593
Welwyn,Emerson 2,Timely,2020-11-01,9999-12-31,0.2574,295,0.7593
Welwyn,Empress,Timely,2020-11-01,9999-12-31,0.3463,295,1.0216
Welwyn,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.1015,295,3.2494
Welwyn,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.1427,295,3.3710
Welwyn,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.0747,295,3.1704
Welwyn,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.9729,295,2.8701
Welwyn,Energir EDA,Timely,2020-11-01,9999-12-31,1.2426,295,3.6657
Welwyn,Energir NDA,Timely,2020-11-01,9999-12-31,0.8968,295,2.6456
Welwyn,Iroquois,Timely,2020-11-01,9999-12-31,1.1519,295,3.3981
Welwyn,KPUC EDA,Timely,2020-11-01,9999-12-31,1.2029,295,3.5486
Welwyn,Kirkwall,Timely,2020-11-01,9999-12-31,1.0575,295,3.1196
Welwyn,Napierville,Timely,2020-11-01,9999-12-31,1.2357,295,3.6453
Welwyn,Niagara Falls,Timely,2020-11-01,9999-12-31,1.1075,295,3.2671
Welwyn,North Bay Junction,Timely,2020-11-01,9999-12-31,0.9503,295,2.8034
Welwyn,Philipsburg,Timely,2020-11-01,9999-12-31,1.2436,295,3.6686
Welwyn,Spruce,Timely,2020-11-01,9999-12-31,0.2480,295,0.7316
Welwyn,St. Clair,Timely,2020-11-01,9999-12-31,0.9538,295,2.8137
Welwyn,TCPL NDA,Timely,2020-11-01,9999-12-31,0.8015,295,2.3644
Welwyn,TCPL WDA,Timely,2020-11-01,9999-12-31,0.5387,295,1.5892
Welwyn,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6857,295,2.0228
Welwyn,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.1534,295,0.4525
Welwyn,Union CDA,Timely,2020-11-01,9999-12-31,1.0722,295,3.1630
Welwyn,Union ECDA,Timely,2020-11-01,9999-12-31,1.0798,295,3.1854
Welwyn,Union EDA,Timely,2020-11-01,9999-12-31,1.1734,295,3.4615
Welwyn,Union NCDA,Timely,2020-11-01,9999-12-31,1.0374,295,3.0603
Welwyn,Union NDA,Timely,2020-11-01,9999-12-31,0.8732,295,2.5759
Welwyn,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.0747,295,3.1704
Welwyn,Union SSMDA,Timely,2020-11-01,9999-12-31,0.7667,295,2.2618
Welwyn,Union SWDA,Timely,2020-11-01,9999-12-31,0.9713,295,2.8653
Welwyn,Union WDA,Timely,2020-11-01,9999-12-31,0.4725,295,1.3939
Welwyn,Welwyn,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Whitewood Receipt,Centram MDA,Timely,2020-11-01,9999-12-31,0.2197,295,0.6481
Whitewood Receipt,Centram SSDA,Timely,2020-11-01,9999-12-31,0.0998,295,0.2944
Whitewood Receipt,Centrat MDA,Timely,2020-11-01,9999-12-31,0.2734,295,0.8065
Whitewood Receipt,Chippawa,Timely,2020-11-01,9999-12-31,1.1342,295,3.3459
Whitewood Receipt,Cornwall,Timely,2020-11-01,9999-12-31,1.1925,295,3.5179
Whitewood Receipt,Dawn Export,Timely,2020-11-01,9999-12-31,0.9985,295,2.9456
Whitewood Receipt,East Hereford,Timely,2020-11-01,9999-12-31,1.3522,295,3.9890
Whitewood Receipt,Emerson 1,Timely,2020-11-01,9999-12-31,0.2828,295,0.8343
Whitewood Receipt,Emerson 2,Timely,2020-11-01,9999-12-31,0.2828,295,0.8343
Whitewood Receipt,Empress,Timely,2020-11-01,9999-12-31,0.3209,295,0.9467
Whitewood Receipt,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.1271,295,3.3249
Whitewood Receipt,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.1683,295,3.4465
Whitewood Receipt,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.1003,295,3.2459
Whitewood Receipt,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.9985,295,2.9456
Whitewood Receipt,Energir EDA,Timely,2020-11-01,9999-12-31,1.2683,295,3.7415
Whitewood Receipt,Energir NDA,Timely,2020-11-01,9999-12-31,0.9222,295,2.7205
Whitewood Receipt,Iroquois,Timely,2020-11-01,9999-12-31,1.1776,295,3.4739
Whitewood Receipt,KPUC EDA,Timely,2020-11-01,9999-12-31,1.2286,295,3.6244
Whitewood Receipt,Kirkwall,Timely,2020-11-01,9999-12-31,1.0832,295,3.1954
Whitewood Receipt,Napierville,Timely,2020-11-01,9999-12-31,1.2614,295,3.7211
Whitewood Receipt,Niagara Falls,Timely,2020-11-01,9999-12-31,1.1331,295,3.3426
Whitewood Receipt,North Bay Junction,Timely,2020-11-01,9999-12-31,0.9757,295,2.8783
Whitewood Receipt,Philipsburg,Timely,2020-11-01,9999-12-31,1.2692,295,3.7441
Whitewood Receipt,Spruce,Timely,2020-11-01,9999-12-31,0.2734,295,0.8065
Whitewood Receipt,St. Clair,Timely,2020-11-01,9999-12-31,0.9792,295,2.8886
Whitewood Receipt,TCPL NDA,Timely,2020-11-01,9999-12-31,0.8269,295,2.4394
Whitewood Receipt,TCPL WDA,Timely,2020-11-01,9999-12-31,0.5641,295,1.6641
Whitewood Receipt,TPLP NDA,Timely,2020-11-01,9999-12-31,0.7111,295,2.0977
Whitewood Receipt,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.1287,295,0.3797
Whitewood Receipt,Union CDA,Timely,2020-11-01,9999-12-31,1.0979,295,3.2388
Whitewood Receipt,Union ECDA,Timely,2020-11-01,9999-12-31,1.1055,295,3.2612
Whitewood Receipt,Union EDA,Timely,2020-11-01,9999-12-31,1.1990,295,3.5371
Whitewood Receipt,Union NCDA,Timely,2020-11-01,9999-12-31,1.0630,295,3.1359
Whitewood Receipt,Union NDA,Timely,2020-11-01,9999-12-31,0.8986,295,2.6509
Whitewood Receipt,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.1003,295,3.2459
Whitewood Receipt,Union SSMDA,Timely,2020-11-01,9999-12-31,0.7921,295,2.3367
Whitewood Receipt,Union SWDA,Timely,2020-11-01,9999-12-31,0.9969,295,2.9409
Whitewood Receipt,Union WDA,Timely,2020-11-01,9999-12-31,0.4980,295,1.4691
Whitewood Receipt,Welwyn,Timely,2020-11-01,9999-12-31,0.0998,295,0.2944
